title,artist,query,spotify_id
Come Along,Maurice Williams & The Zodiacs,artist:maurice track:come along,0KkmbMeW0di1BgRRzN9ca6
I'll Just Have A Cup Of Coffee (Then I'll Go),Claude Gray ,artist:claude track:i'll just have a cup of coffee ,22t5Efyx3X7ZjrjfjC8xMb
The Very Thought Of You,Little Willie John,artist:little track:the very thought of you,0GqPhVBcsMfFxszfmGiPnW
La Pachanga,Audrey Arno And The Hazy Osterwald Sextet,artist:audrey track:la pachanga,2Ej97tUGsXDC53lpJ1wc9l
California Sun,Joe Jones,artist:joe track:california sun,1s3xxv90ePPJwJnq4iDcvQ
Ling-Ting-Tong,Buddy Knox,artist:buddy track:ling-ting-tong,0WFi7WfDuy9aT14KC5Aucu
Come On Over,The Strollers,artist:strollers track:come on over,1xfi4YPxeqDkNiSVgfTsyX
Welcome Home,Sammy Kaye And His Orchestra,artist:sammy track:welcome home,0O5V3g9LtvmADgwBT0TmMo
Your One And Only Love,Jackie Wilson,artist:jackie track:your one and only love,7M6YTNCCXcD4kK34pDBg7u
Ground Hog,The Browns Featuring Jim Edward Brown,artist:browns track:ground hog,3JLas4uh1MR6yDdfZVAmYs
Where I Fell In Love,The Capris,artist:capris track:where i fell in love,6JB9QdGM0V2jf4jlT9Vpss
Little Pedro,The Olympics,artist:olympics track:little pedro,2IhyYdtWGHy4xO2ud5EUV6
Lazy River,Bobby Darin,artist:bobby track:lazy river,7aUntLt00Tgpawu1zrQvKd
Baby Sittin' Boogie,Buzz Clifford,artist:buzz track:baby sittin' boogie,2vXUfqYFvHdpEi6okwUkPv
The Watusi,The Vibrations,artist:vibrations track:the watusi,5hleF20R6SrI99rz269cSS
The Blizzard,Jim Reeves,artist:jim track:the blizzard,7CzXqUgLulsNNJvpJaO9Ef
A City Girl Stole My Country Boy,Patti Page,artist:patti track:a city girl stole my country boy,
Mr. Pride,Chuck Jackson,artist:chuck track:mr. pride,4D4KKQc2pKnxNwU9Nilc0X
I Told You So,Jimmy Jones,artist:jimmy track:i told you so,4kgGOY6ViSrOv1A4Z88Oyo
Hearts Of Stone,Bill Black's Combo,artist:bill track:hearts of stone,3akBylYCG4l3wZW70cV0uV
Calcutta,Lawrence Welk And His Orchestra,artist:lawrence track:calcutta,3eajzrohXKD4WW393kRmDp
Little Boy Sad,Johnny Burnette,artist:johnny track:little boy sad,3t8I5LfRhVdqdxdGeKFnUv
You Can Have Her,Roy Hamilton,artist:roy track:you can have her,2MAoJ97inXy07VArmGOfKe
Good Time Baby,Bobby Rydell,artist:bobby track:good time baby,5Zt2tF219dfVI32VAORqXH
Exodus,Ferrante & Teicher,artist:ferrante track:exodus,4pKUJwmq9mYcs1KNUsqAHH
There's A Moon Out Tonight,The Capris,artist:capris track:there's a moon out tonight,40aBLJfb6hC7GH2UQOHZYG
Blue Moon,Herb Lance & The Classics,artist:herb track:blue moon,0stsu3essvWgBFZLI1g1rK
Little Miss Stuck-Up,The Playmates,artist:playmates track:little miss stuck-up,2tWk1AsNyEqbRw2XWpACpD
Your Friends,Dee Clark,artist:dee track:your friends,5UPB1Bodo6FPlWbjkLm5WX
Pony Express,Danny & The Juniors,artist:danny track:pony express,75S47D7vrT6hpRq0tZ8IsS
The Touchables,Dickie Goodman,artist:dickie track:the touchables,4Wi9uKfGmxgGa2EsiwILCh
Lonely Blue Nights,Rosie,artist:rosie track:lonely blue nights,0v6KfrZkUqTMM8qYXAOmSr
Honky Tonk (Part 2),Bill Doggett,artist:bill track:honky tonk ,4gn0oZoApyKy1kG69lMisu
(Theme from) The Great Impostor,Henry Mancini And His Orchestra,artist:henry track: the great impostor,
I Pity The Fool,Bobby Bland,artist:bobby track:i pity the fool,3sJPW93sZFNNwUeMQrcMNe
Kokomo,The Flamingos,artist:flamingos track:kokomo,1dqG3ehTgC4rplgE4RWE2l
Little Turtle Dove,Otis Williams And His Charms,artist:otis track:little turtle dove,
I Don't Want To Cry,Chuck Jackson,artist:chuck track:i don't want to cry,6UBEnvZSocDsJizqlm0kzT
Sweet Little Kathy,Ray Peterson,artist:ray track:sweet little kathy,531AcYX6n4eSEauFBsJB8w
Shop Around,"The Miracles (featuring Bill ""Smokey"" Robinson)",artist:miracles track:shop around,47IRIQxGDe2Sc6F4pe2FMf
Will You Love Me Tomorrow,The Shirelles ,artist:shirelles track:will you love me tomorrow,2kNYcE79Yu778nqdOgBHEb
Let's Go Again (Where We Went Last Night),Hank Ballard And The Midnighters,artist:hank track:let's go again ,5sPgxY0a6An6nA6ixuqp3t
Wheels,Billy Vaughn And His Orchestra,artist:billy track:wheels,2GvtcLBsK0oKCpOYce0jrl
Wings Of A Dove,Ferlin Husky,artist:ferlin track:wings of a dove,4BkU3XmInYjZyPAdgymyaU
For My Baby,Brook Benton,artist:brook track:for my baby,4oeaALqz6VHqIHXi2J4Uw6
Lonely Man,Elvis Presley With The Jordanaires,artist:elvis track:lonely man,63oPQOmWxKIV0fymJrckJB
Calendar Girl,Neil Sedaka,artist:neil track:calendar girl,1Pg2yx1drvE8uJhMCnIpGN
More Than I Can Say,Bobby Vee,artist:bobby track:more than i can say,7D3SI4Nyrl1bgXmg8pD4X4
Stayin' In,Bobby Vee,artist:bobby track:stayin' in,216MJwr3jtriO8Y8c6zal6
Orange Blossom Special,Billy Vaughn And His Orchestra,artist:billy track:orange blossom special,723z0QhsJCwCVgo4GX5flI
"Top Forty, News, Weather And Sports",Mark Dinning,"artist:mark track:top forty, news, weather and sports",3rk9s33eVIDH78qKyYEN6p
Green Grass Of Texas,The Texans,artist:texans track:green grass of texas,6Acz8htWPRE4fpk4bvAEr2
What A Price,Fats Domino,artist:fats track:what a price,49tzESkMhNCe8piwbdvoRZ
Ram-Bunk-Shush,The Ventures,artist:ventures track:ram-bunk-shush,7BYxqnEMQodVTEBrraP7jo
Emotions,Brenda Lee,artist:brenda track:emotions,6xcsBcIvvE3zIEu5gDsOkI
Pony Time,The Goodtimers,artist:goodtimers track:pony time,
It's Unbelievable,The Larks,artist:larks track:it's unbelievable,77d2RIbuCvYB0yKQNcxmX2
Theme from Tunes Of Glory,The Cambridge Strings And Singers,artist:cambridge track:theme from tunes of glory,
Jimmy's Girl,Johnny Tillotson,artist:johnny track:jimmy's girl,6iWm0x69JOuVAtrObxuiVa
All In My Mind,Maxine Brown,artist:maxine track:all in my mind,2VadnnpeGbsEahfB9zlppl
All Of Everything,Frankie Avalon,artist:frankie track:all of everything,
Utopia,Frank Gari,artist:frank track:utopia,2KUJZcFwIykZWbOvUJDfZX
Wait A Minute,The Coasters,artist:coasters track:wait a minute,6Jm93p3ISmnMDH3IlN3vxG
(I Wanna) Love My Life Away,Gene Pitney,artist:gene track: love my life away,
Memphis,Donnie Brooks,artist:donnie track:memphis,157iaKDbNWBg052Zlzmior
Milord,Edith Piaf,artist:edith track:milord,4EM5RmVfzCZSyAIkvrjajA
Ain't That Just Like A Woman,Fats Domino,artist:fats track:ain't that just like a woman,3GK5ETquucGLxWBrzBY9nY
Angel On My Shoulder,Shelby Flint,artist:shelby track:angel on my shoulder,7qljXH2LAO8xASUqbyoP9F
Havin' Fun,Dion,artist:dion track:havin' fun,5MwAvp85J0t4PDqcQ0DLNQ
Cerveza,Bert Kaempfert And His Orchestra,artist:bert track:cerveza,1mi7jQouU4eHMQJwcd3SrA
Won't Be Long,Aretha Franklin With The Ray Bryant Combo,artist:aretha track:won't be long,2LGyCIiVEF4ao8awkeS4dI
Apache,Sonny James,artist:sonny track:apache,
Canadian Sunset,Etta Jones,artist:etta track:canadian sunset,7EKMfvkFVCaCPNDgeWZDm8
Oh Mein Papa,Dick Lee,artist:dick track:oh mein papa,
Early Every Morning (Early Every Evening Too),Dinah Washington,artist:dinah track:early every morning ,2ISpHieUVSwobsBs5SWuTC
I Lied To My Heart,The Enchanters,artist:enchanters track:i lied to my heart,4TbMBJgbFWa0zAvrgLhUwy
Cowboy Jimmy Joe (Die Sterne Der Prarie),Lolita,artist:lolita track:cowboy jimmy joe ,
The Story Of My Love,Paul Anka,artist:paul track:the story of my love,3b9IrUwduH9hu94eSbn7k6
No One,Connie Francis,artist:connie track:no one,3wXSliCRjwdfmDgtXVMB5I
Wonderland By Night,Bert Kaempfert And His Orchestra,artist:bert track:wonderland by night,2SUe50SsXKH97zPwx1pnuL
Pepe,Duane Eddy His Twangy Guitar And The Rebels,artist:duane track:pepe,5MGvMTGIf0PHlnn4TTEsU9
Angel Baby,Rosie And The Originals,artist:rosie track:angel baby,71keN33KR0rS5jwKi4JNLE
My Empty Arms,Jackie Wilson,artist:jackie track:my empty arms,7CHmNiReghVLKbD032HHwz
The Tear Of The Year,Jackie Wilson,artist:jackie track:the tear of the year,6aVmTAiMtCXGCdsCvoYsSC
Cherié,Bobby Rydell,artist:bobby track:cherié,5faZ2cYYyV7kZSs9yjojO4
(Ghost) Riders In The Sky,Ramrods,artist:ramrods track: riders in the sky,
At Last,Etta James,artist:etta track:at last,4Hhv2vrOTy89HFRcjU3QOx
When I Fall In Love,Etta Jones,artist:etta track:when i fall in love,79Mf2Y6Qm6ajJ1AeHouZxI
C'est Si Bon (It's So Good),Conway Twitty,artist:conway track:c'est si bon ,06PIPNmDa5yOJqqPtfM4Ro
Keep Your Hands Off Of Him,Damita Jo,artist:damita track:keep your hands off of him,2JuHkrWEmd7h2plB0mIBRW
Tunes Of Glory,Mitch Miller With Orchestra And Chorus,artist:mitch track:tunes of glory,2fmIuTbUNLuRbrVqeiTG1H
The Most Beautiful Words,Della Reese,artist:della track:the most beautiful words,6iTps24cT4G4yiKnQ9Z5pn
A Texan And A Girl From Mexico,Anita Bryant,artist:anita track:a texan and a girl from mexico,
Ja-Da,Johnny And The Hurricanes,artist:johnny track:ja-da,7sJMF0hrpfIxH4wO5TShMo
Rubber Ball,Bobby Vee,artist:bobby track:rubber ball,6ckVhQnKxHMyeC70f7sOS2
Once In Awhile,The Chimes,artist:chimes track:once in awhile,
I Count The Tears,The Drifters,artist:drifters track:i count the tears,4VFgAvzQ5gKTLXUBZ1yd00
There She Goes,Jerry Wallace,artist:jerry track:there she goes,66gZUpnIAhvuxx4bGkeBXd
The Age For Love,Jimmy Charles,artist:jimmy track:the age for love,3Gdw0P6IisuhDBL8hnyLxH
Are You Lonesome To-night?,Elvis Presley With The Jordanaires,artist:elvis track:are you lonesome to-night?,
What Would I Do,Mickey & Sylvia,artist:mickey track:what would i do,
"Corinna, Corinna",Ray Peterson,"artist:ray track:corinna, corinna",7avmK8ubp5ojrxWfZmyB49
Leave My Kitten Alone,Little Willie John,artist:little track:leave my kitten alone,0tbwC4Csgv47fZOG4WPO3z
You're The Boss,LaVern Baker & Jimmy Ricks,artist:lavern track:you're the boss,4UD5hLK5vmDXgFRdhoEkBZ
Dream Boy,Annette With The Afterbeats,artist:annette track:dream boy,0zZCYZgRwyhRGh5Emorbmx
If I Didn't Care,The Platters,artist:platters track:if i didn't care,3dQJgxzfpN9sEDb0EPduCi
Leave My Kitten Alone,Johnny Preston,artist:johnny track:leave my kitten alone,6gTT1GwvDp9OMakvXFvaj3
The Exodus Song (This Land Is Mine),Pat Boone,artist:pat track:the exodus song ,2KB7Ha4OHb2QTV6qvmmLkJ
A Lover's Question,Ernestine Anderson,artist:ernestine track:a lover's question,
Cherry Berry Wine,Charlie Mccoy,artist:charlie track:cherry berry wine,
Battle Of Gettysburg,Fred Darian,artist:fred track:battle of gettysburg,7HkFPQouWNbR5lpHf0PtSH
Lost Love,H.B. Barnum,artist:h.b. track:lost love,4589nABTUr7L5Y0N9nTeDo
North To Alaska,Johnny Horton,artist:johnny track:north to alaska,4mCB2FpWvmT3GcXUWyn0gs
I'm Learning About Love,Brenda Lee,artist:brenda track:i'm learning about love,5JnY5Hmpr6UD3mxUZ5THDz
Last Date,Floyd Cramer,artist:floyd track:last date,7rbvjRc6ZTVA3GUXDx3Xtr
Close Together,Jimmy Reed,artist:jimmy track:close together,69BitnFFEW0yrtbNQL4inL
Sailor (Your Home Is The Sea),Lolita,artist:lolita track:sailor ,4wgVS8BfZ542kN3tQNITU6
Them That Got,Ray Charles and his Orchestra,artist:ray track:them that got,
The Magnificent Seven,Al Caiola And His Orchestra,artist:al track:the magnificent seven,5nLSP0eciqlb0l6d0gBpGZ
Cherry Pink And Apple Blossom White,Jerry Murad's Harmonicats,artist:jerry track:cherry pink and apple blossom white,4RAsF0Vq62YmqSsTfjpBtL
Charlena,The Sevilles,artist:sevilles track:charlena,7CEieC2oh9F7ov1rAsriPS
Dance By The Light Of The Moon,The Olympics,artist:olympics track:dance by the light of the moon,0lq36lKPgMhMlkBPBJCknw
A Thousand Stars,Kathy Young With The Innocents,artist:kathy track:a thousand stars,4e4BULDs9PbDqqXCviJ9Oe
"Don't Believe Him, Donna",Lenny Miles,"artist:lenny track:don't believe him, donna",7sjw4HrQMgAZ7emLcPLFiu
The Hoochi Coochi Coo,Hank Ballard And The Midnighters,artist:hank track:the hoochi coochi coo,618jlS3n6PuGYyyFv3ds8f
First Taste Of Love,Ben E. King,artist:ben track:first taste of love,1WwbO6D1l5GCgplARhJrEP
Dedicated To The One I Love,"The ""5"" Royales","artist:""5"" track:dedicated to the one i love",0p7mtSBkoZY14zR7QqUtid
Muskrat Ramble,Freddy Cannon,artist:freddy track:muskrat ramble,5tayxTorhNcu0Ovz70VqOF
Main Theme from Exodus (Ari's Theme),Mantovani & His Orch.,artist:mantovani track:main theme from exodus ,
What Am I Gonna Do,Jimmy Clanton,artist:jimmy track:what am i gonna do,2uNkKT4n2aLibDm1kCLUqt
Wonderland By Night,Louis Prima,artist:louis track:wonderland by night,3E9UfnzfTjfvlKvqJjXoTJ
You Are The Only One,Ricky Nelson,artist:ricky track:you are the only one,3VBvrFtAU0cLikjrseZLv0
Don't Let Him Shop Around,Debbie Dean,artist:debbie track:don't let him shop around,0unkMUdBfVOyag4xerT7EZ
Lovey Dovey,Buddy Knox,artist:buddy track:lovey dovey,4dmHFU1lnFhn90jjE1ILfd
Calcutta,The Four Preps,artist:four track:calcutta,0aPiYc5UPHh4jwMPNaLugx
What About Me,Don Gibson,artist:don track:what about me,7mNSFTwCiEv4jEc366MXdC
Baby Oh Baby,The Shells,artist:shells track:baby oh baby,7ydnbSJgu700d3ab1jpDBg
He Will Break Your Heart,Jerry Butler,artist:jerry track:he will break your heart,2ZJZcqM60OwgqTO1OvJpHL
Wonderland By Night,Anita Bryant,artist:anita track:wonderland by night,3Y5RnDp11EoUuFaU6XmzAJ
"Yes, I'm Lonesome Tonight",Thelma Carpenter,"artist:thelma track:yes, i'm lonesome tonight",
"Yes, I'm Lonesome Tonight",Dodie Stevens,"artist:dodie track:yes, i'm lonesome tonight",3xDafKq6lG6TJ5m0cUBgtt
Sound-Off,Titus Turner,artist:titus track:sound-off,4xHlxSvdAE6o91oeAvXOfS
You're Sixteen,Johnny Burnette,artist:johnny track:you're sixteen,5oeFEW0WGSGEdXMDKNI4z4
Many Tears Ago,Connie Francis,artist:connie track:many tears ago,4xVasGst27QfPXUebCSBse
Doll House,Donnie Brooks,artist:donnie track:doll house,4eqKTkZqB8vSZm2KLOi2Jb
Stay,Maurice Williams & The Zodiacs,artist:maurice track:stay,5R2DZitRTDYtrkCoJiddct
Lonely Teenager,Dion,artist:dion track:lonely teenager,3heOkAfstVuhK57gYlJI2J
My Last Date (With You),Skeeter Davis,artist:skeeter track:my last date ,3kvyaShezE8dMWfbL44TdI
Blue Tango,Bill Black's Combo,artist:bill track:blue tango,7N29YCbJqmuQzspqfEebXr
Gee Whiz,The Innocents,artist:innocents track:gee whiz,519hCSC8d6zu3k45ESSVqk
I'm Hurtin',Roy Orbison,artist:roy track:i'm hurtin',
My Last Date (With You),Joni James,artist:joni track:my last date ,
I Remember,Maurice Williams & The Zodiacs,artist:maurice track:i remember,15depaWq3qw0tnfsnEVVFM
Sugar Bee,Cleveland Crochet and Band,artist:cleveland track:sugar bee,1YaVBWSwCVxfo8nmc2OQjW
Chills And Fever,Ronnie Love And His Orchestra,artist:ronnie track:chills and fever,6pHX7DmazKcWGrdL6ye5vA
Trouble In Mind,Nina Simone,artist:nina track:trouble in mind,05HYbIc3Vj7QUP6vMBU1Y7
My Girl Josephine,Fats Domino,artist:fats track:my girl josephine,0CIc4SaHV9RaQvXscSlVFH
Flamingo Express,The Royaltones,artist:royaltones track:flamingo express,
I Gotta Know,Elvis Presley With The Jordanaires,artist:elvis track:i gotta know,3tI7ZEVL6y7n9JW8v2vy0J
Bumble Bee,LaVern Baker,artist:lavern track:bumble bee,5LjT116RLtjeZWoBfETKnC
Perfidia,The Ventures,artist:ventures track:perfidia,20qTIgv6M5P7tHPdvw4gUf
Don't Read The Letter,Patti Page,artist:patti track:don't read the letter,
Happy Days,Marv Johnson,artist:marv track:happy days,39U2ZK8uQwNqR4PKJJPTD3
Last Date,Lawrence Welk And His Orchestra,artist:lawrence track:last date,6dDLSKV6vuXb754btvjErc
Sad Mood,Sam Cooke,artist:sam track:sad mood,5FY281KIr9fkZJvmXUmy5x
You Don't Want My Love,Andy Williams,artist:andy track:you don't want my love,
Gift Of Love,Van Dykes,artist:van track:gift of love,1gXk7iU6zRAATr6vHxHyok
"Tonite, Tonite",Mello-Kings,"artist:mello-kings track:tonite, tonite",6OmgGmYVAF1qj0rJj4MooU
The Puppet Song,Frankie Avalon,artist:frankie track:the puppet song,7kWPfVslAG8BIjMH3TuzxG
"Oh, How I Miss You Tonight",Jeanne Black,"artist:jeanne track:oh, how i miss you tonight",2aJFklWpbkfYTnXTWSpMPE
In The Still Of The Nite,The Five Satins,artist:five track:in the still of the nite,5QEJbqvNNkFWzyF1l8d2Ci
Sway,Bobby Rydell,artist:bobby track:sway,7uXktLVq43HeS4fPU4nQna
Poetry In Motion,Johnny Tillotson,artist:johnny track:poetry in motion,5zMOnpgoSb9akRw5YlYeAs
Ruby,Ray Charles,artist:ray track:ruby,3opbTADZGWidKJjzsQMvhO
A Perfect Love,Frankie Avalon,artist:frankie track:a perfect love,1EBqOzo1Us2mO4i36Ity5R
Gonzo,James Booker,artist:james track:gonzo,2q9NdV3i3X35npkbY62fiE
Alone At Last,Jackie Wilson,artist:jackie track:alone at last,5QZyGPDlIyk75zl8sOOXbh
Walk Slow,Little Willie John,artist:little track:walk slow,4xeLAzOu7e5msUHoQ8JdqO
Your Other Love,The Flamingos,artist:flamingos track:your other love,62aVgHceRUHVqQhm9vR08H
I Don't Want Nobody (To Have My Love But You),Ella Johnson with Buddy Johnson,artist:ella track:i don't want nobody ,2QeUf1O9xIvIjvwCyb89tp
Milk Cow Blues,Ricky Nelson,artist:ricky track:milk cow blues,2X0HvfpT92mwUHTJlRHUzK
Wabash Blues,The Viscounts,artist:viscounts track:wabash blues,6aW0GTIAQcHdPxQczS0rG4
You've Got To Love Her With A Feeling,Freddy King,artist:freddy track:you've got to love her with a feeling,50vN1S7rtKr8oMYzdf4oLW
Fools Rush In (Where Angels Fear To Tread),Brook Benton,artist:brook track:fools rush in ,0W8oy5zi54mnMBto6ekc1z
And The Heavens Cried,Ronnie Savoy,artist:ronnie track:and the heavens cried,
New Orleans,U.S. Bonds,artist:u.s. track:new orleans,02Pnl8bz7IBddYpUWogdYT
Ballad Of The Alamo,Marty Robbins,artist:marty track:ballad of the alamo,5uWTiJ1Ce5z5TcQLGZ6Tec
How To Handle A Woman,Johnny Mathis,artist:johnny track:how to handle a woman,0v5i2lgK02uK9h26qVNCMJ
(Let's Do) The Hully Gully Twist,Bill Doggett,artist:bill track: the hully gully twist,
We Have Love,Dinah Washington,artist:dinah track:we have love,0InTVU3nyC5lzQCctOsxn2
If I Knew,Nat King Cole,artist:nat track:if i knew,00Vwp9jQUs52JOnbbLaz5e
Is There Something On Your Mind,Jack Scott,artist:jack track:is there something on your mind,6HW8fAuEDFLfhJhVzqvd4K
I'll Save The Last Dance For You,Damita Jo,artist:damita track:i'll save the last dance for you,0sBJrZ8Vf2QZmr4owALLcZ
Oh Lonesome Me,Johnny Cash With The Gene Lowery Singers,artist:johnny track:oh lonesome me,2mcFYvqOXkWtXDVWpHVLZv
"Rockin', Rollin' Ocean",Hank Snow,"artist:hank track:rockin', rollin' ocean",7MOomqWm8gv2WJprpiuE7b
Spoonful,Etta & Harvey,artist:etta track:spoonful,1swNbKiUEwgTM6jnkx5rkm
The Hucklebuck,Chubby Checker,artist:chubby track:the hucklebuck,6lc379sQrtAFTYEpUWA8F5
Am I Losing You,Jim Reeves,artist:jim track:am i losing you,77ZbA94uJ77EBfKb8uDzr1
Twistin' Bells,Santo & Johnny,artist:santo track:twistin' bells,3fmiv8iOGtzaMASgR6ZZSg
Christmas Auld Lang Syne,Bobby Darin,artist:bobby track:christmas auld lang syne,0vqA2IYoTvqEwc0fIlRRa6
"Let's Go, Let's Go, Let's Go",Hank Ballard And The Midnighters,"artist:hank track:let's go, let's go, let's go",0inMIFpB7WNi6iTTdN169v
Like Strangers,The Everly Brothers,artist:everly track:like strangers,5PW5bha8sWPGcvejOgwPiF
Ol' Mac Donald,Frank Sinatra,artist:frank track:ol' mac donald,
Save The Last Dance For Me,The Drifters,artist:drifters track:save the last dance for me,391TUcoPonqYykPkSZ5Z9U
Mister Livingston,Larry Verne,artist:larry track:mister livingston,059qWD95LN1jcMTkIAkXsb
Make Someone Happy,Perry Como,artist:perry track:make someone happy,
I Idolize You,Ike & Tina Turner,artist:ike track:i idolize you,5sO0844YnefPyiCT9MKXPu
Talk To Me Baby,Annette With The Afterbeats,artist:annette track:talk to me baby,06T4nDgHdNhGMNePPtfcki
This Is My Story,Mickey & Sylvia,artist:mickey track:this is my story,
"Adeste Fideles (Oh, Come, All Ye Faithful)",Bing Crosby,artist:bing track:adeste fideles ,41Mcn2whsxJ64q68rdN2ZC
Silent Night,Bing Crosby,artist:bing track:silent night,4ffRlxNL1gLrvirFvWFQPX
Am I The Man,Jackie Wilson,artist:jackie track:am i the man,56T9QL3AHmckfvWkUOjGk4
Natural Born Lover,Fats Domino,artist:fats track:natural born lover,6IXxNV2tkhFtjrevUSXOto
Rudolph The Red Nosed Reindeer,The Melodeers,artist:melodeers track:rudolph the red nosed reindeer,
Rambling,The Ramblers ,artist:ramblers track:rambling,1whXUKFA00pGvK4tFMh9EP
Gloria's Theme,Adam Wade,artist:adam track:gloria's theme,
Send Me The Pillow You Dream On,The Browns Featuring Jim Edward Brown,artist:browns track:send me the pillow you dream on,4RtUXIA2fQOMhuNdWsGUEv
Ramona,The Blue Diamonds,artist:blue track:ramona,2Xt3YSFvqe5AzRbVrETVbv
Have You Ever Been Lonely (Have You Ever Been Blue),Teresa Brewer,artist:teresa track:have you ever been lonely ,7d5DaXxZVLC2aww0lDSQOs
Someday You'll Want Me To Want You,Brook Benton,artist:brook track:someday you'll want me to want you,6O3PN7Oa5MEmiEPIN3IhzI
Child Of God,Bobby Darin,artist:bobby track:child of god,6fVssKMWZYFbiGEB8fvXWJ
Georgia On My Mind,Ray Charles,artist:ray track:georgia on my mind,4hd8wgCh7ZQWRyXNLnwjTD
I Want To Be Wanted,Brenda Lee,artist:brenda track:i want to be wanted,3i32qvP2ZwGz7VmOA1XzQD
Don't Go To Strangers,Etta Jones,artist:etta track:don't go to strangers,4qIcQX5tU9uj6L2MkGDiap
Sleep,Little Willie John,artist:little track:sleep,6DsHBOo5Zvj2AAfWwekfh6
Blue Angel,Roy Orbison,artist:roy track:blue angel,6KBy2tUhaf9LfG2FGGbEOC
